iter	Logloss
287	0.5671702922
288	0.5671703612
289	0.5671603411
290	0.5671601923
291	0.5669486031
292	0.5669485678
293	0.5669485193
294	0.5669485721
295	0.5667646083
296	0.5667646901
297	0.566659898
298	0.5663928869
299	0.5662815937
300	0.5662815752
301	0.5662505921
302	0.5661091447
303	0.5661092563
304	0.5659889995
305	0.5658253455
306	0.5658253745
307	0.5658253919
308	0.5657312077
309	0.5657311841
310	0.5657311606
311	0.5657311606
312	0.5657311781
313	0.565722791
314	0.5654206229
315	0.5652602363
316	0.5652602422
317	0.5649560751
318	0.5648541962
319	0.5648542198
320	0.5648483033
321	0.564451112
322	0.5644510943
323	0.5644510943
324	0.5643850691
325	0.5643850928
326	0.5643850573
327	0.5642324144
328	0.5641094941
329	0.5641094469
330	0.5641094757
331	0.5640101298
332	0.5640100881
333	0.5640100642
334	0.5640101345
335	0.5639591886
336	0.5639591769
337	0.5639592002
338	0.5639591934
339	0.5638860342
340	0.5638860456
341	0.5638232299
342	0.5635150344
343	0.5634554063
344	0.563455442
345	0.5634002445
346	0.5634002212
347	0.5633180449
348	0.5633150908
349	0.5633035269
350	0.5633035269
351	0.5633035329
352	0.5633035211
353	0.5632956912
354	0.5630448292
355	0.5629381578
356	0.5628335639
357	0.5628335635
358	0.5628335691
359	0.5628335809
360	0.5627943687
361	0.5627943686
362	0.5627942974
363	0.5627943207
364	0.5627943207
365	0.5627880779
366	0.5627277017
367	0.5625491004
368	0.5625491297
369	0.5625491705
370	0.5624901278
371	0.5624442803
372	0.5624433486
373	0.5624050591
374	0.5624050005
375	0.5623708567
376	0.5623708743
377	0.56231675
378	0.5622685449
379	0.562268539
380	0.5622685856
381	0.5622686501
382	0.5622253966
383	0.562225385
384	0.5621611028
385	0.5621123087
386	0.5621080554
387	0.5621079077
388	0.5621079019
389	0.5621078483
390	0.5621078482
391	0.5621077775
392	0.5621079126
393	0.5621078886
394	0.5621046221
395	0.5621045625
396	0.5621046096
397	0.5621046032
398	0.5621021982
399	0.5621009664
400	0.562100984
401	0.5620588494
402	0.5618589821
403	0.5618589409
404	0.561858935
405	0.5618282217
406	0.5618281863
407	0.5618281863
408	0.5618282276
409	0.5618282099
410	0.5618282276
411	0.5618281863
412	0.5618282158
413	0.5617811318
414	0.5617810721
415	0.5617770249
416	0.5617377339
417	0.5617377635
418	0.5616648698
419	0.5616620559
420	0.5616620321
421	0.5616572544
422	0.5616523264
423	0.5616486763
424	0.5616487058
425	0.5616486999
426	0.561648694
427	0.5616445698
428	0.5616446409
429	0.5615944327
430	0.5615927445
431	0.5615927324
432	0.5615743599
433	0.5615744478
434	0.5615744181
435	0.5615661347
436	0.5615661701
437	0.5615661286
438	0.5615414253
439	0.5615414783
440	0.5615415018
441	0.5615083189
442	0.561314695
443	0.5613146946
444	0.56131473
445	0.5613146354
446	0.5613147001
447	0.5612924675
448	0.5612891619
449	0.5612891558
450	0.5612891497
451	0.5611990942
452	0.5611990822
453	0.5611696638
454	0.5611679023
455	0.5611678429
456	0.5611440268
457	0.5610692506
458	0.5610692683
459	0.5610449452
460	0.5609996039
461	0.5609952191
462	0.5609952487
463	0.5609952546
464	0.5609952132
465	0.5609951955
466	0.5609275697
467	0.5609275933
468	0.5609276112
469	0.5609275756
470	0.5609138488
471	0.5608483067
472	0.5608483834
473	0.5608483775
474	0.560848401
475	0.5608483772
476	0.5608475695
477	0.56082844
478	0.5608283702
479	0.5608097473
480	0.5607789535
481	0.5607788772
482	0.5607788594
483	0.5607789009
484	0.5607734098
485	0.5607734394
486	0.5607734687
487	0.5607488023
488	0.5607488784
489	0.5607465525
490	0.5607414558
491	0.560685032
492	0.5606850438
493	0.5606850379
494	0.5606850438
495	0.5606850379
496	0.5606850438
497	0.5606850378
498	0.560685026
499	0.5605879657
500	0.5605872032
501	0.5605767577
502	0.5605768112
503	0.5605767643
504	0.5605767644
505	0.5605767704
506	0.5605767881
507	0.5605768117
508	0.5605729877
509	0.5605729818
510	0.5605187368
511	0.5605187957
512	0.5605187603
513	0.5605164794
514	0.5605164677
515	0.5604907055
516	0.5604907113
517	0.5604776364
518	0.5604628095
519	0.5604628329
520	0.5604628502
521	0.5604629022
522	0.5604629083
523	0.5604495777
524	0.5604495896
525	0.5604495177
526	0.5604495295
527	0.5604495295
528	0.560435696
529	0.5604356195
530	0.560435596
531	0.5604330984
532	0.560433128
533	0.5604285564
534	0.5604285153
535	0.5604285624
536	0.5604285332
537	0.5604285092
538	0.5604284559
539	0.5604284321
540	0.5604283846
541	0.5604283966
542	0.5604284676
543	0.560428491
544	0.5604284851
545	0.5604284969
546	0.5604284909
547	0.560427294
548	0.560427294
549	0.5604273117
550	0.5604180779
551	0.5604162804
552	0.5604163099
553	0.5604140735
554	0.5603984477
555	0.5603984536
556	0.5603984477
557	0.5603984536
558	0.5603984359
559	0.5603867711
560	0.5603853885
561	0.5603826245
562	0.5603706393
563	0.5603706393
564	0.5602835966
565	0.56028362
566	0.5602666589
567	0.5602552806
568	0.5602401535
569	0.5602401653
570	0.5602401594
571	0.5602401417
572	0.5602401592
573	0.5602276711
574	0.5602253345
575	0.5602253817
576	0.5602253934
577	0.5602191184
578	0.5602178894
579	0.5602179248
580	0.560193265
581	0.5601932704
582	0.5601910372
583	0.5601832547
584	0.5601832311
585	0.5601832248
586	0.5601832367
587	0.5601832543
588	0.5601013878
589	0.5601013878
590	0.5600780716
591	0.5600780658
592	0.5600780893
593	0.5600752515
594	0.5600682516
595	0.5600429205
596	0.5600429441
597	0.5600429499
598	0.5600429444
599	0.5600429271
600	0.5600339629
601	0.5600339865
602	0.560031867
603	0.5600318552
604	0.5600297057
605	0.5600297234
606	0.5600297352
607	0.5600296998
608	0.5600296704
609	0.5600296999
610	0.5600296999
611	0.56002817
612	0.5600282054
613	0.5600281995
614	0.5598736558
615	0.5598736853
616	0.559873337
617	0.5598732897
618	0.5598694867
619	0.5598695162
620	0.5598694749
621	0.5598694276
622	0.5598694277
623	0.5598694333
624	0.5598694099
625	0.5598693982
626	0.5598694336
627	0.5598694101
628	0.5598693924
629	0.5598674316
630	0.5598674731
631	0.5598674967
632	0.5598674672
633	0.5598649167
634	0.5598641619
635	0.5598510278
636	0.5598510578
637	0.5598410952
638	0.5598405749
639	0.5598176858
640	0.5598176977
641	0.5598177154
642	0.5598176799
643	0.5597390366
644	0.5597336396
645	0.5597335919
646	0.5597336156
647	0.5597255015
648	0.5597255132
649	0.5597255185
650	0.5597255188
651	0.5597130998
652	0.5597131295
653	0.5596890251
654	0.559689025
655	0.5596890367
656	0.5596890306
657	0.559689007
658	0.5596889952
659	0.5596890365
660	0.5596890476
661	0.5596891128
662	0.5596891365
663	0.559689107
664	0.5595800795
665	0.5595800734
666	0.5595801087
667	0.5595329532
668	0.5595327532
669	0.5595327179
670	0.5595327003
671	0.559532718
672	0.5595327298
673	0.5595327297
674	0.5595264051
675	0.5595106326
676	0.5595105855
677	0.5595105503
678	0.5595105621
679	0.5595042864
680	0.5595039121
681	0.5594959293
682	0.5594959353
683	0.5594940745
684	0.5594645726
685	0.559464549
686	0.5594645608
687	0.5594645666
688	0.559464543
689	0.5594645725
690	0.5594645612
691	0.5594645552
692	0.5594645495
693	0.559463254
694	0.5594437886
695	0.5594437591
696	0.5594424191
697	0.5594424014
698	0.5594424014
699	0.5594423896
700	0.5594422999
701	0.5594369548
702	0.5594369728
703	0.5594369846
704	0.5594358491
705	0.5594358314
706	0.559435855
707	0.5594358491
708	0.5594358432
709	0.5594358432
710	0.5594358314
711	0.5594358373
712	0.5594342282
713	0.559424983
714	0.5594249771
715	0.5594196102
716	0.5594044309
717	0.5593907841
718	0.5593700226
719	0.5593700223
720	0.5593699516
721	0.5593699751
722	0.5593648422
723	0.5593597373
724	0.5593596961
725	0.5593597551
726	0.5593550633
727	0.5593550634
728	0.5593550575
729	0.5593550634
730	0.5593430459
731	0.5593430217
732	0.5593429803
733	0.5593429919
734	0.5593429919
735	0.559342998
736	0.559343004
737	0.5592408773
738	0.5592285624
739	0.5592284971
740	0.5592284852
741	0.5592285205
742	0.5592284969
743	0.5592285264
744	0.5592285263
745	0.5592284964
746	0.5592281434
747	0.5592281257
748	0.5592276125
749	0.5592241603
750	0.5592241186
751	0.5592191744
752	0.5592191801
753	0.5592139919
754	0.5592082505
755	0.5592082504
756	0.5592019036
757	0.5592019331
758	0.5592019032
759	0.5592019266
760	0.5591989937
761	0.5591989695
762	0.5591868082
763	0.5591868313
764	0.5591868369
765	0.5591868429
766	0.5591868722
767	0.5591868313
768	0.5591868248
769	0.5591855231
770	0.559185529
771	0.5591627814
772	0.5591586154
773	0.5591585748
774	0.5591585629
775	0.5591585746
776	0.5591585923
777	0.5591586096
778	0.559120392
779	0.5591193265
780	0.5591193501
781	0.5590749801
782	0.5590750322
783	0.5590741019
784	0.559063092
785	0.5590631212
786	0.5590613905
787	0.5590614136
788	0.5590613841
789	0.5590611705
790	0.5590612298
791	0.5590599614
792	0.5590566857
793	0.5590567096
794	0.5590566977
795	0.5590555721
796	0.5590555489
797	0.5590555429
798	0.5590436686
799	0.5590437098
800	0.5590436919
801	0.5590427702
802	0.5590428058
803	0.5590340361
804	0.5590339766
805	0.559034006
806	0.55903228
807	0.5590323149
808	0.5590323916
809	0.5590323975
810	0.5590192468
811	0.5590191882
812	0.5590162914
813	0.5590162855
814	0.5590162914
815	0.5590162915
816	0.5590162267
817	0.5590158668
818	0.559009202
819	0.559009149
820	0.5589808852
821	0.5589809089
822	0.558980909
823	0.5589809738
824	0.5589754642
825	0.5589754696
826	0.5589754814
827	0.5589754814
828	0.5589754695
829	0.5589754518
830	0.5589754401
831	0.5589592926
832	0.5589589535
833	0.5589588886
834	0.5589584217
835	0.5589584566
836	0.5589584385
837	0.558843544
838	0.5588435499
839	0.558843526
840	0.5588435378
841	0.5588435259
842	0.558843538
843	0.5588418076
844	0.5588418017
845	0.5588410409
846	0.5588410349
847	0.5588383369
848	0.5588383727
849	0.5588379161
850	0.5588352649
851	0.5588352708
852	0.5588352769
853	0.5588352887
854	0.5588350941
855	0.5588326986
856	0.5588326926
857	0.5588326867
858	0.5588326632
859	0.5588326573
860	0.5588326749
861	0.5588266141
862	0.5588265609
863	0.5588265316
864	0.5588265256
865	0.5588264961
866	0.5588217241
867	0.5588217002
868	0.5588217061
869	0.5588217177
870	0.5588217
871	0.5588173379
872	0.5588173614
873	0.5587974291
874	0.5587973878
875	0.5587974291
876	0.5587717031
877	0.5587678518
878	0.5587678222
879	0.5587678164
880	0.5587678046
881	0.5587668883
882	0.5587668884
883	0.5587668825
884	0.5587668943
885	0.5587637566
886	0.5587637389
887	0.5587637448
888	0.5587637212
889	0.5587637271
890	0.5587637212
891	0.5587637271
892	0.5587606042
893	0.5587606101
894	0.5587606279
895	0.5587606281
896	0.5587537929
897	0.5587537752
898	0.5587537694
899	0.5587538059
900	0.5587538056
901	0.5587470001
902	0.5587432756
903	0.5587432521
904	0.5587420302
905	0.5587386824
906	0.5587386764
907	0.5587386588
908	0.5587386588
909	0.5587386471
910	0.5587386354
911	0.5587386001
912	0.5586879704
913	0.5586880058
914	0.5586833279
915	0.5586833221
916	0.558683328
917	0.5586833281
918	0.5586833457
919	0.5586823757
920	0.5586292335
921	0.5586292333
922	0.5586220953
923	0.558619451
924	0.5586194333
925	0.5586194923
926	0.558610145
927	0.5586101155
928	0.5586095624
929	0.5586054734
930	0.5586054734
931	0.5586054847
932	0.5586055139
933	0.5586054845
934	0.5586029353
935	0.5586030003
936	0.5586029707
937	0.5586029411
938	0.5586029647
939	0.5586029286
940	0.5586000975
941	0.558596494
942	0.5585965418
943	0.5585802319
944	0.5585777459
945	0.5585777276
946	0.5585777275
947	0.5585777393
948	0.5585764029
949	0.5585764207
950	0.5585764619
951	0.558576473
952	0.5585694334
953	0.5585689214
954	0.5585679036
955	0.558556427
956	0.558556427
957	0.5585563914
958	0.5585563266
959	0.5585563737
960	0.5585539023
961	0.5585539259
962	0.5585539614
963	0.5585539672
964	0.5585539847
965	0.5585046986
966	0.5585046985
967	0.5585047103
968	0.5585047221
969	0.5585047339
970	0.5585036382
971	0.5585015594
972	0.5585015473
973	0.5585015591
974	0.5585015296
975	0.5584913208
976	0.5584912796
977	0.5584910136
978	0.5584736017
979	0.5584736546
980	0.5584736362
981	0.5584568985
982	0.5584549821
983	0.5584549463
984	0.5584549231
985	0.5584549639
986	0.5584549402
987	0.5584549343
988	0.5584549343
989	0.5584549461
990	0.5583226115
991	0.5583226114
992	0.5583226117
993	0.5583225931
994	0.5583225461
995	0.5583225701
996	0.55832077
997	0.558319958
998	0.5583041843
999	0.5583009204
